Query	Target	TM-score
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1wwbX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7R9FPZ0-F1-model_v4_TED01.pdb	0.5157
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1orjA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1jr3d1.pdb	0.5157
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2avkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1joga_.pdb	0.5154
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2a10A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A6S6S6F8-F1-model_v4_TED01.pdb	0.5151
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1x90A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1hf8a1.pdb	0.5150
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gyhA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1l0qa2.pdb	0.5142
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2avkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2etsa1.pdb	0.5140
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1lxjA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A0C1EQZ1-F1-model_v4_TED02.pdb	0.5140
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1o5jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A0E3Z2Y2-F1-model_v4_TED01.pdb	0.5139
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1dt4A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A3A8PUE4-F1-model_v4_TED01.pdb	0.5125
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2b3rA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5N6G653-F1-model_v4_TED02.pdb	0.5124
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2fcwA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7V5R8C8-F1-model_v4_TED01.pdb	0.5122
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1xmpA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2rc5a2.pdb	0.5111
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1x90A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2etsa1.pdb	0.5101
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1fo0B.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A366DH94-F1-model_v4_TED02.pdb	0.5096
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1dt4A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A538NHI2-F1-model_v4_TED01.pdb	0.5095
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1l3pA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A420WQN7-F1-model_v4_TED01.pdb	0.5087
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1so8A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1chda_.pdb	0.5085
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2b3rA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3lpwa2.pdb	0.5080
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1M6CYN7-F1-model_v4_TED01.pdb	0.5080
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gveB.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5075
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1inyA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1l0qa2.pdb	0.5073
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1o5jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7C3RE57-F1-model_v4_TED01.pdb	0.5073
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1xx1A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d3bofa1.pdb	0.5072
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1F0AQC4-F1-model_v4_TED01.pdb	0.5070
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ytlA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1chda_.pdb	0.5062
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1uszA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A5N6G653-F1-model_v4_TED02.pdb	0.5061
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1vcvA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1vlpa2.pdb	0.5059
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1fo0B.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1F0AQC4-F1-model_v4_TED01.pdb	0.5057
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1orjA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2etsa1.pdb	0.5054
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2b3rA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2T7P0V4-F1-model_v4_TED01.pdb	0.5050
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2iygA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A813EXS6-F1-model_v4_TED01.pdb	0.5048
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1o5jA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-R6SJN3-F1-model_v4_TED01.pdb	0.5047
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1of3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2E6YER3-F1-model_v4_TED02.pdb	0.5043
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ofuX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1orda1.pdb	0.5043
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1pfoa2.pdb	0.5042
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1cmiA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1U9NM32-F1-model_v4_TED01.pdb	0.5042
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2dttA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A1F6QKT1-F1-model_v4_TED01.pdb	0.5038
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2atkC.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d6sv1a1.pdb	0.5030
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1wwbX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A2T7P0V4-F1-model_v4_TED01.pdb	0.5027
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1wwbX.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7X9B268-F1-model_v4_TED03.pdb	0.5027
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1kv8A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d5ruba1.pdb	0.5024
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1gveB.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1vlpa2.pdb	0.5017
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1uszA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7C4Z095-F1-model_v4_TED01.pdb	0.5011
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/6chyA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d2r48a1.pdb	0.5006
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ttcA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A3B5ZYE2-F1-model_v4_TED01.pdb	0.5003
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1ft3A.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A450UKY4-F1-model_v4_TED02.pdb	0.5003
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/1jlkA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/d1ig3a2.pdb	0.5002
/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CPDB_pdb_structures/2iygA.pdb	/home/ubuntu/CIRPIN_db/ark_CPDB_analysis/CIRPIN_all_structures/AF-A0A7C3RE57-F1-model_v4_TED01.pdb	0.5000
