,Protein1,Protein2,tmscore_max,tmscore_cp_max,tmscore_min,tmscore_cp_min,progres_score,cirpin_score,Protein1_sccs,Protein2_sccs,tm_score_min_difference
1287,1h9wA,1fx5A,0.4801,0.91139,0.46472,0.88225,0.9893033504486084,0.997549057006836,b.29.1.1,b.29.1.1,0.4175299999999999
1288,1h9wA,1f9kA,0.47216,0.90502,0.46824,0.89761,0.9886645674705504,0.9967665076255798,b.29.1.1,b.29.1.1,0.42937
1289,1h9wA,1ioaA,0.44916,0.89079,0.44916,0.89079,0.9875009059906006,0.996043860912323,b.29.1.1,b.29.1.1,0.4416299999999999
1294,1h9wA,1avbA,0.44237,0.877,0.44237,0.877,0.9878075122833252,0.9952824711799622,b.29.1.1,b.29.1.1,0.43463
1309,1hqlA,2gdfA,0.45945,0.87033,0.45945,0.87033,0.9671812653541564,0.9958577156066896,b.29.1.1,b.29.1.1,0.41088
1330,1lteA,1h9pA,0.46507,0.91419,0.46507,0.91419,0.9888020157814026,0.997392475605011,b.29.1.1,b.29.1.1,0.4491199999999999
1331,1lteA,1h9wA,0.46597,0.9142,0.46597,0.9142,0.9872801303863524,0.9972613453865052,b.29.1.1,b.29.1.1,0.44823
1332,1lteA,1dglA,0.46588,0.9158,0.46588,0.9158,0.9901013374328612,0.9964706897735596,b.29.1.1,b.29.1.1,0.4499199999999999
1333,1lteA,2gdfA,0.45808,0.88003,0.45808,0.88003,0.9657796621322632,0.9940692186355592,b.29.1.1,b.29.1.1,0.42195
1335,1macA,1ajoA,0.57692,0.98077,0.57692,0.98077,0.9885308742523192,0.9986777305603028,b.29.1.2,b.29.1.2,0.40385
1336,1macA,1ajkA,0.56829,0.94197,0.56829,0.94197,0.984467387199402,0.9969631433486938,b.29.1.2,b.29.1.2,0.37368
1354,1mvqA,2fmdA,0.48706,0.95636,0.48706,0.95636,0.991113305091858,0.9976215362548828,b.29.1.1,b.29.1.0,0.4693
1355,1mvqA,1q8oA,0.48093,0.93259,0.47506,0.9212,0.9928512573242188,0.9966437220573424,b.29.1.1,b.29.1.1,0.44614
1356,1mvqA,1dbnA,0.47225,0.93519,0.46646,0.92377,0.992416262626648,0.9956648349761964,b.29.1.1,b.29.1.1,0.45731
1357,1mvqA,1ciwA,0.47468,0.89757,0.47468,0.89757,0.991396427154541,0.9975463151931764,b.29.1.1,b.29.1.1,0.42289
1358,1mvqA,1n47A,0.46927,0.92515,0.46927,0.92515,0.990555465221405,0.9965927004814148,b.29.1.1,b.29.1.1,0.45588
1359,1mvqA,1fnyA,0.47946,0.92303,0.47946,0.92303,0.9913243651390076,0.9970189929008484,b.29.1.1,b.29.1.1,0.44357
1360,1mvqA,1bzwA,0.47479,0.89806,0.47479,0.89806,0.9916596412658693,0.9978790283203124,b.29.1.1,b.29.1.1,0.42327
1361,1mvqA,1ax0A,0.47214,0.91941,0.4664,0.90827,0.9898767471313475,0.9970829486846924,b.29.1.1,b.29.1.1,0.44187
1362,1mvqA,1lteA,0.47195,0.91935,0.46621,0.90821,0.98970365524292,0.9968914985656738,b.29.1.1,b.29.1.1,0.4419999999999999
1363,1mvqA,2bqpA,0.47512,0.90304,0.47512,0.90304,0.9905359745025636,0.9976373314857484,b.29.1.1,b.29.1.1,0.4279199999999999
1364,1mvqA,1gz9A,0.47235,0.923,0.46661,0.91181,0.9899699687957764,0.9965767860412598,b.29.1.1,b.29.1.1,0.4452
1365,1mvqA,1uzyA,0.47332,0.91868,0.46946,0.91123,0.9902209043502808,0.9959716200828552,b.29.1.1,b.29.1.1,0.44177
1366,1mvqA,1fyuA,0.47157,0.91963,0.46583,0.90848,0.9899899959564208,0.997154414653778,b.29.1.1,b.29.1.1,0.4426499999999999
1367,1mvqA,1sfyA,0.47271,0.92301,0.46696,0.91183,0.9897017478942872,0.9969303607940674,b.29.1.1,b.29.1.1,0.44487
1368,1mvqA,1bjqA,0.50094,0.91563,0.4722,0.86236,0.9858412742614746,0.9958286285400392,b.29.1.1,b.29.1.1,0.39016
1369,1mvqA,1wblA,0.47222,0.9118,0.47028,0.90807,0.988844394683838,0.9971222281455994,b.29.1.1,b.29.1.1,0.43779
1370,1mvqA,1dzqA,0.46926,0.90996,0.46926,0.90996,0.991948127746582,0.9958835244178772,b.29.1.1,b.29.1.1,0.4407
1371,1mvqA,1g8wA,0.47418,0.91155,0.47418,0.91155,0.9888149499893188,0.9968920350074768,b.29.1.1,b.29.1.1,0.43737
1372,1mvqA,1fatA,0.47435,0.91093,0.47435,0.91093,0.9884090423583984,0.9967265129089355,b.29.1.1,b.29.1.1,0.43658
1373,1mvqA,1hqlA,0.4674,0.89738,0.4674,0.89738,0.99140727519989,0.995968461036682,b.29.1.1,b.29.1.1,0.42998
1374,1mvqA,1fx5A,0.4755,0.90306,0.46784,0.8886,0.9915951490402222,0.9964850544929504,b.29.1.1,b.29.1.1,0.4207599999999999
1375,1mvqA,1gnzA,0.46391,0.89371,0.46391,0.89371,0.9917364120483398,0.996058225631714,b.29.1.1,b.29.1.1,0.4298
1376,1mvqA,1f9kA,0.46567,0.89096,0.46567,0.89096,0.9906294345855712,0.9944379329681396,b.29.1.1,b.29.1.1,0.42529
1379,1mvqA,1avbA,0.43785,0.86598,0.43785,0.86598,0.9888198375701904,0.9928159713745116,b.29.1.1,b.29.1.1,0.4281299999999999
1382,1mvqA,1ioaA,0.44014,0.87575,0.44014,0.87575,0.988352119922638,0.9937541484832764,b.29.1.1,b.29.1.1,0.43561
1398,1n3oA,1wuvA,0.46865,0.91577,0.46865,0.91577,0.9944602251052856,0.9950117468833924,b.29.1.1,b.29.1.1,0.4471199999999999
1399,1n3oA,2cwmA,0.47026,0.91725,0.47026,0.91725,0.9951247572898864,0.9955607056617736,b.29.1.1,b.29.1.1,0.44699
1400,1n3oA,1h9wA,0.46992,0.9182,0.46992,0.9182,0.9915044903755188,0.9932379722595216,b.29.1.1,b.29.1.1,0.44828
1401,1n3oA,1azdA,0.47197,0.92269,0.47197,0.92269,0.9935153722763062,0.9956747889518738,b.29.1.1,b.29.1.1,0.45072
1402,1n3oA,1mvqA,0.47238,0.91931,0.47238,0.91931,0.9933498501777648,0.99569171667099,b.29.1.1,b.29.1.1,0.4469299999999999
1403,1n3oA,1h9pA,0.46982,0.918,0.46982,0.918,0.9928372502326964,0.9938535094261168,b.29.1.1,b.29.1.1,0.44818
1404,1n3oA,1dglA,0.47177,0.92409,0.47177,0.92409,0.9937967658042908,0.9942482709884644,b.29.1.1,b.29.1.1,0.4523199999999999
1405,1n3oA,2d3pA,0.47016,0.91808,0.47016,0.91808,0.9945032596588136,0.9957080483436584,b.29.1.1,b.29.1.1,0.44792
1406,1n3oA,2cnaA,0.46506,0.90874,0.46506,0.90874,0.9937939047813416,0.9963473081588744,b.29.1.1,b.29.1.1,0.44368
1407,1n47A,2gdfA,0.46693,0.90522,0.46693,0.90522,0.9668680429458618,0.9952867031097412,b.29.1.1,b.29.1.1,0.43829
1440,1sfyA,1h9pA,0.46619,0.9153,0.46619,0.9153,0.9889599084854126,0.9972200393676758,b.29.1.1,b.29.1.1,0.44911
1441,1sfyA,1h9wA,0.46656,0.91462,0.46656,0.91462,0.9875531196594238,0.997199535369873,b.29.1.1,b.29.1.1,0.44806
1442,1sfyA,2gdfA,0.45919,0.88076,0.45919,0.88076,0.966620922088623,0.9937143921852112,b.29.1.1,b.29.1.1,0.42157
1456,1u0aA,1ajoA,0.57542,0.97558,0.57542,0.97558,0.9876678586006165,0.9988293647766112,b.29.1.2,b.29.1.2,0.4001599999999999
1467,1uzyA,1h9pA,0.4688,0.91546,0.4688,0.91546,0.9899689555168152,0.9965687394142152,b.29.1.1,b.29.1.1,0.44666
1468,1uzyA,1h9wA,0.46909,0.91468,0.46909,0.91468,0.9889005422592164,0.9969388842582704,b.29.1.1,b.29.1.1,0.44559
1469,1uzyA,2gdfA,0.46162,0.88122,0.46162,0.88122,0.968741536140442,0.9931451082229614,b.29.1.1,b.29.1.1,0.4196
1487,1wbfA,1mvqA,0.46956,0.90946,0.46956,0.90946,0.9899536967277528,0.9971128106117249,b.29.1.1,b.29.1.1,0.4399
1488,1wbfA,1h9pA,0.4683,0.90854,0.4683,0.90854,0.9889357686042786,0.9979699850082396,b.29.1.1,b.29.1.1,0.44024
1489,1wbfA,2d3pA,0.46762,0.90857,0.46762,0.90857,0.9914014935493468,0.9966131448745728,b.29.1.1,b.29.1.1,0.44095
1490,1wbfA,1h9wA,0.46861,0.90898,0.46861,0.90898,0.9876354932785034,0.9975854754447936,b.29.1.1,b.29.1.1,0.44037
1491,1wbfA,1dglA,0.46876,0.91041,0.46876,0.91041,0.9902945160865784,0.996928095817566,b.29.1.1,b.29.1.1,0.44165
1492,1wbfA,2gdfA,0.46258,0.87765,0.46258,0.87765,0.9656014442443848,0.9947559833526612,b.29.1.1,b.29.1.1,0.41507
1493,1wbfA,1azdA,0.46921,0.90682,0.46921,0.90682,0.9905104041099548,0.9960383176803588,b.29.1.1,b.29.1.1,0.4376099999999999
1494,1wblA,1h9pA,0.46914,0.90999,0.46914,0.90999,0.9878817796707152,0.9978275299072266,b.29.1.1,b.29.1.1,0.4408499999999999
1495,1wblA,2d3pA,0.46835,0.90916,0.46835,0.90916,0.990497589111328,0.9968840479850768,b.29.1.1,b.29.1.1,0.44081
1496,1wblA,1h9wA,0.46983,0.91015,0.46983,0.91015,0.9866510033607484,0.9976173043251038,b.29.1.1,b.29.1.1,0.44032
1497,1wblA,1dglA,0.46979,0.9105,0.46979,0.9105,0.9893265962600708,0.9970026016235352,b.29.1.1,b.29.1.1,0.44071
1498,1wblA,1azdA,0.4696,0.90631,0.4696,0.90631,0.9896597862243652,0.9961944818496704,b.29.1.1,b.29.1.1,0.4367099999999999
1499,1wblA,2gdfA,0.46338,0.87768,0.46338,0.87768,0.9645859599113464,0.9947830438613892,b.29.1.1,b.29.1.1,0.4143
1517,1wuvA,2fmdA,0.48197,0.9511,0.48197,0.9511,0.9934096336364746,0.9979763627052308,b.29.1.1,b.29.1.0,0.4691299999999999
1518,1wuvA,1q8oA,0.47615,0.92737,0.4723,0.91985,0.9938403964042664,0.9959824681282043,b.29.1.1,b.29.1.1,0.4475499999999999
1519,1wuvA,1bjqA,0.49903,0.91775,0.47231,0.86806,0.9892988204956056,0.9932876825332642,b.29.1.1,b.29.1.1,0.39575
1520,1wuvA,1ciwA,0.47183,0.89576,0.47183,0.89576,0.992826282978058,0.9956938028335572,b.29.1.1,b.29.1.1,0.42393
1521,1wuvA,1ax0A,0.47069,0.91918,0.46688,0.91178,0.9923967123031616,0.9960254430770874,b.29.1.1,b.29.1.1,0.4449
1522,1wuvA,1lteA,0.47001,0.91844,0.46621,0.91105,0.9920928478240968,0.9964057207107544,b.29.1.1,b.29.1.1,0.44484
1523,1wuvA,1g7yA,0.49378,0.91968,0.46723,0.86997,0.9921251535415648,0.9931846857070924,b.29.1.1,b.29.1.1,0.40274
1524,1wuvA,1fyuA,0.46982,0.9199,0.46601,0.9125,0.992375373840332,0.9963780641555786,b.29.1.1,b.29.1.1,0.44649
1525,1wuvA,1n47A,0.46395,0.91099,0.46395,0.91099,0.992463767528534,0.9945675134658812,b.29.1.1,b.29.1.1,0.44704
1526,1wuvA,1sfyA,0.47106,0.91956,0.46724,0.91216,0.99209463596344,0.9965829849243164,b.29.1.1,b.29.1.1,0.44492
1527,1wuvA,1uzyA,0.47207,0.91704,0.47014,0.91333,0.992483913898468,0.9963772296905518,b.29.1.1,b.29.1.1,0.44319
1528,1wuvA,1gslA,0.47078,0.90336,0.46149,0.88558,0.9950324296951294,0.9942561388015748,b.29.1.1,b.29.1.1,0.42409
1529,1wuvA,1gz9A,0.47092,0.92088,0.4671,0.91346,0.9925817251205444,0.9968926906585692,b.29.1.1,b.29.1.1,0.44636
1530,1wuvA,1bzwA,0.47188,0.89593,0.47188,0.89593,0.9929816722869872,0.996615707874298,b.29.1.1,b.29.1.1,0.42405
1531,1wuvA,2bqpA,0.47054,0.89476,0.47054,0.89476,0.9933741092681884,0.9942317605018616,b.29.1.1,b.29.1.1,0.42422
1532,1wuvA,1dbnA,0.46974,0.91996,0.46591,0.91252,0.9950377345085144,0.997139573097229,b.29.1.1,b.29.1.1,0.44661
1533,1wuvA,1fnyA,0.47684,0.91381,0.47684,0.91381,0.9936981797218324,0.9960823059082032,b.29.1.1,b.29.1.1,0.43697
1534,1wuvA,1hqlA,0.46338,0.89563,0.46338,0.89563,0.993610143661499,0.9968714118003844,b.29.1.1,b.29.1.1,0.43225
1535,1wuvA,1gnzA,0.46038,0.89215,0.46038,0.89215,0.993835747241974,0.9961600303649902,b.29.1.1,b.29.1.1,0.43177
1536,1wuvA,1g8wA,0.47185,0.90631,0.47185,0.90631,0.9914411902427672,0.997050166130066,b.29.1.1,b.29.1.1,0.4344599999999999
1537,1wuvA,1dzqA,0.46593,0.89667,0.46593,0.89667,0.9943201541900636,0.9975149631500244,b.29.1.1,b.29.1.1,0.4307399999999999
1538,1wuvA,1fatA,0.47201,0.90411,0.47201,0.90411,0.9914478063583374,0.9970839023590088,b.29.1.1,b.29.1.1,0.4321
1539,1wuvA,1wblA,0.46974,0.90689,0.46974,0.90689,0.992073655128479,0.9959559440612792,b.29.1.1,b.29.1.1,0.43715
1540,1wuvA,1g9fA,0.47271,0.90326,0.46514,0.88883,0.9917861223220824,0.9963132739067078,b.29.1.1,b.29.1.1,0.42369
1541,1wuvA,1wbfA,0.46833,0.90582,0.46833,0.90582,0.992510199546814,0.9954630136489868,b.29.1.1,b.29.1.1,0.4374899999999999
1542,1wuvA,1fx5A,0.46925,0.88744,0.46363,0.87686,0.9937156438827516,0.9961100816726683,b.29.1.1,b.29.1.1,0.41323
1544,1wuvA,1ioaA,0.43575,0.86579,0.43575,0.86579,0.9913986921310424,0.9946532249450684,b.29.1.1,b.29.1.1,0.4300399999999999
1545,1wuvA,1f9kA,0.46233,0.8822,0.46233,0.8822,0.9932488203048706,0.9948163032531738,b.29.1.1,b.29.1.1,0.4198699999999999
1547,1wuvA,1avbA,0.43505,0.84934,0.43505,0.84934,0.9915590882301332,0.9943525791168212,b.29.1.1,b.29.1.1,0.41429
1595,2bqpA,2gdfA,0.47946,0.91928,0.47946,0.91928,0.9605783820152284,0.9952090978622437,b.29.1.1,b.29.1.1,0.43982
1602,2cnaA,2fmdA,0.48268,0.9431,0.48268,0.9431,0.9914329648017884,0.997148096561432,b.29.1.1,b.29.1.0,0.46042
1603,2cnaA,1q8oA,0.47097,0.91826,0.46719,0.91088,0.993225872516632,0.9967864155769348,b.29.1.1,b.29.1.1,0.44369
1604,2cnaA,1ciwA,0.46969,0.88655,0.46969,0.88655,0.9923264980316162,0.9960756301879884,b.29.1.1,b.29.1.1,0.4168599999999999
1605,2cnaA,1bzwA,0.47005,0.88745,0.47005,0.88745,0.9925116896629332,0.9968989491462708,b.29.1.1,b.29.1.1,0.4173999999999999
1606,2cnaA,1n47A,0.46058,0.90338,0.46058,0.90338,0.9910403490066528,0.9945496320724488,b.29.1.1,b.29.1.1,0.4427999999999999
1607,2cnaA,1fnyA,0.47222,0.90533,0.47222,0.90533,0.9922760725021362,0.995317816734314,b.29.1.1,b.29.1.1,0.43311
1608,2cnaA,1g7yA,0.49071,0.90678,0.46463,0.85809,0.9909308552742004,0.9943894147872924,b.29.1.1,b.29.1.1,0.39346
1609,2cnaA,1g8wA,0.46406,0.89485,0.46406,0.89485,0.989857852458954,0.9959855675697328,b.29.1.1,b.29.1.1,0.43079
1610,2cnaA,1bjqA,0.49483,0.90347,0.46861,0.85493,0.98715078830719,0.9948474168777466,b.29.1.1,b.29.1.1,0.3863199999999999
1611,2cnaA,1uzyA,0.46736,0.90309,0.46547,0.89948,0.990270972251892,0.9950870871543884,b.29.1.1,b.29.1.1,0.4340099999999999
1612,2cnaA,1ax0A,0.46627,0.90587,0.46252,0.89867,0.9898486137390136,0.9955223798751832,b.29.1.1,b.29.1.1,0.43615
1613,2cnaA,1gz9A,0.46732,0.90894,0.46356,0.90169,0.9899969696998596,0.9957156181335448,b.29.1.1,b.29.1.1,0.4381299999999999
1614,2cnaA,1hqlA,0.45922,0.88589,0.45922,0.88589,0.9924110174179076,0.9942851662635804,b.29.1.1,b.29.1.1,0.4266699999999999
1615,2cnaA,1dzqA,0.45989,0.88586,0.45989,0.88586,0.9929381608963012,0.9954661130905152,b.29.1.1,b.29.1.1,0.4259699999999999
1616,2cnaA,1fyuA,0.46547,0.90639,0.46173,0.89919,0.9899218678474426,0.9958921670913696,b.29.1.1,b.29.1.1,0.43746
1617,2cnaA,1fatA,0.46395,0.89161,0.46395,0.89161,0.989733636379242,0.9958542585372924,b.29.1.1,b.29.1.1,0.42766
1618,2cnaA,1lteA,0.46576,0.90516,0.46202,0.89797,0.9897705912590028,0.9953995943069458,b.29.1.1,b.29.1.1,0.43595
1619,2cnaA,1gnzA,0.45508,0.88292,0.45508,0.88292,0.992971420288086,0.9937734603881836,b.29.1.1,b.29.1.1,0.42784
1620,2cnaA,1sfyA,0.46708,0.90691,0.46332,0.8997,0.989679515361786,0.9958066940307616,b.29.1.1,b.29.1.1,0.43638
1621,2cnaA,1dbnA,0.4649,0.91022,0.46114,0.90292,0.9932252764701844,0.995130717754364,b.29.1.1,b.29.1.1,0.4417799999999999
1622,2cnaA,1wbfA,0.46385,0.89742,0.46385,0.89742,0.9905244708061218,0.9957223534584044,b.29.1.1,b.29.1.1,0.43357
1623,2cnaA,2bqpA,0.46806,0.88775,0.46806,0.88775,0.99196594953537,0.9946243166923524,b.29.1.1,b.29.1.1,0.41969
1624,2cnaA,1wblA,0.46363,0.89204,0.46363,0.89204,0.9896427989006042,0.9954930543899536,b.29.1.1,b.29.1.1,0.42841
1625,2cnaA,1f9kA,0.4576,0.8747,0.4576,0.8747,0.9910816550254822,0.9935781955718994,b.29.1.1,b.29.1.1,0.4171
1626,2cnaA,1fx5A,0.46661,0.87977,0.46105,0.86934,0.9923455715179444,0.9961633682250975,b.29.1.1,b.29.1.1,0.40829
1627,2cnaA,1avbA,0.43078,0.84708,0.43078,0.84708,0.9909289479255676,0.9901685118675232,b.29.1.1,b.29.1.1,0.4163
1628,2cnaA,1ioaA,0.43052,0.85636,0.43052,0.85636,0.9895083904266356,0.9917423725128174,b.29.1.1,b.29.1.1,0.42584
1648,2cwmA,2fmdA,0.48396,0.9532,0.48396,0.9532,0.99406898021698,0.9981285333633424,b.29.1.1,b.29.1.0,0.46924
1649,2cwmA,1q8oA,0.47728,0.92801,0.4734,0.92048,0.9946724772453308,0.9965518712997437,b.29.1.1,b.29.1.1,0.44708
1650,2cwmA,1ciwA,0.47094,0.89324,0.47094,0.89324,0.9940425157546996,0.9961963295936584,b.29.1.1,b.29.1.1,0.4223
1651,2cwmA,1ax0A,0.46837,0.91942,0.46459,0.91201,0.9932593107223512,0.9964717030525208,b.29.1.1,b.29.1.1,0.44742
1652,2cwmA,1lteA,0.46791,0.91895,0.46413,0.91156,0.9930959343910216,0.996634006500244,b.29.1.1,b.29.1.1,0.44743
1653,2cwmA,1uzyA,0.47031,0.91717,0.46839,0.91346,0.9933288097381592,0.996646285057068,b.29.1.1,b.29.1.1,0.4450700000000001
1654,2cwmA,1sfyA,0.46909,0.92054,0.46529,0.91312,0.9930444955825806,0.9968878030776978,b.29.1.1,b.29.1.1,0.44783
1655,2cwmA,1n47A,0.46401,0.91145,0.46401,0.91145,0.9932456016540528,0.9952090978622437,b.29.1.1,b.29.1.1,0.44744
1656,2cwmA,1fyuA,0.46782,0.91973,0.46404,0.91232,0.9932596683502196,0.9967212080955504,b.29.1.1,b.29.1.1,0.44828
1657,2cwmA,1bjqA,0.49725,0.91536,0.47075,0.86583,0.9903401136398317,0.9940778017044068,b.29.1.1,b.29.1.1,0.39508
1658,2cwmA,1bzwA,0.471,0.89358,0.471,0.89358,0.9941593408584596,0.99697744846344,b.29.1.1,b.29.1.1,0.42258
1659,2cwmA,1dbnA,0.46912,0.91913,0.46529,0.91169,0.9956207275390624,0.9974138736724854,b.29.1.1,b.29.1.1,0.4464
1660,2cwmA,1g7yA,0.49245,0.91484,0.46605,0.86536,0.993195116519928,0.9940837621688844,b.29.1.1,b.29.1.1,0.39931
1661,2cwmA,1fnyA,0.47637,0.91413,0.47637,0.91413,0.9944747686386108,0.996578812599182,b.29.1.1,b.29.1.1,0.43776
1662,2cwmA,1fatA,0.47128,0.90507,0.47128,0.90507,0.9925459623336792,0.9973269701004028,b.29.1.1,b.29.1.1,0.43379
1663,2cwmA,1gslA,0.47257,0.90227,0.46323,0.88447,0.9947615265846252,0.9948530197143556,b.29.1.1,b.29.1.1,0.42124
1664,2cwmA,1g8wA,0.47104,0.90763,0.47104,0.90763,0.992618441581726,0.9973129034042358,b.29.1.1,b.29.1.1,0.43659
1665,2cwmA,1dzqA,0.46553,0.89567,0.46553,0.89567,0.9952638149261476,0.997709333896637,b.29.1.1,b.29.1.1,0.4301399999999999
1666,2cwmA,1g9fA,0.47235,0.90232,0.46481,0.8879,0.9929009675979614,0.9970473647117616,b.29.1.1,b.29.1.1,0.42309
1667,2cwmA,1hqlA,0.46333,0.89529,0.46333,0.89529,0.9942164421081544,0.9968364238739014,b.29.1.1,b.29.1.1,0.43196
1668,2cwmA,2bqpA,0.4705,0.89351,0.4705,0.89351,0.9941117763519288,0.9952043294906616,b.29.1.1,b.29.1.1,0.42301
1669,2cwmA,1wblA,0.46845,0.90296,0.46845,0.90296,0.9929195642471312,0.9963476657867432,b.29.1.1,b.29.1.1,0.43451
1670,2cwmA,1gnzA,0.46042,0.89228,0.46042,0.89228,0.9944020509719848,0.996290385723114,b.29.1.1,b.29.1.1,0.4318599999999999
1671,2cwmA,1wbfA,0.46706,0.90528,0.46706,0.90528,0.9934436082839966,0.9960637092590332,b.29.1.1,b.29.1.1,0.43822
1672,2cwmA,1fx5A,0.47075,0.88888,0.4651,0.87827,0.9944031238555908,0.9965455532073976,b.29.1.1,b.29.1.1,0.41317
1673,2cwmA,1f9kA,0.4618,0.884,0.4618,0.884,0.9938588738441468,0.994804620742798,b.29.1.1,b.29.1.1,0.4222
1674,2cwmA,1ioaA,0.43914,0.87209,0.43914,0.87209,0.992094874382019,0.9949728846549988,b.29.1.1,b.29.1.1,0.43295
1678,2cwmA,1avbA,0.43495,0.85751,0.43495,0.85751,0.9926413297653198,0.9944651126861572,b.29.1.1,b.29.1.1,0.42256
1693,2d3pA,2fmdA,0.48649,0.95483,0.48649,0.95483,0.992496371269226,0.9977412819862366,b.29.1.1,b.29.1.0,0.46834
1694,2d3pA,1q8oA,0.47873,0.93136,0.47292,0.92,0.9940183162689208,0.9967870712280272,b.29.1.1,b.29.1.1,0.44708
1695,2d3pA,1ciwA,0.47275,0.90094,0.47275,0.90094,0.9927322864532472,0.9973803162574768,b.29.1.1,b.29.1.1,0.4281899999999999
1696,2d3pA,1n47A,0.46735,0.92144,0.46735,0.92144,0.9918618202209472,0.9960156083106996,b.29.1.1,b.29.1.1,0.45409
1697,2d3pA,1dbnA,0.47132,0.93608,0.46555,0.92465,0.993476629257202,0.9965088367462158,b.29.1.1,b.29.1.1,0.4590999999999999
1698,2d3pA,1fnyA,0.47877,0.92339,0.47877,0.92339,0.9926306009292604,0.9967899322509766,b.29.1.1,b.29.1.1,0.44462
1699,2d3pA,1ax0A,0.47076,0.92161,0.46505,0.91047,0.9911390542984008,0.9967719316482544,b.29.1.1,b.29.1.1,0.44542
1700,2d3pA,1uzyA,0.4725,0.91905,0.46865,0.91159,0.991435170173645,0.9960547685623168,b.29.1.1,b.29.1.1,0.44294
1701,2d3pA,1lteA,0.4702,0.92097,0.46451,0.90984,0.9909672737121582,0.9968114495277404,b.29.1.1,b.29.1.1,0.44533
1702,2d3pA,2bqpA,0.4728,0.90258,0.4728,0.90258,0.9919623136520386,0.9971074461936952,b.29.1.1,b.29.1.1,0.42978
1703,2d3pA,1dzqA,0.46804,0.91088,0.46804,0.91088,0.9932266473770142,0.9966206550598145,b.29.1.1,b.29.1.1,0.44284
1704,2d3pA,1gz9A,0.47112,0.92316,0.4654,0.91198,0.9912068843841552,0.9965290427207948,b.29.1.1,b.29.1.1,0.44658
1705,2d3pA,1sfyA,0.47156,0.92233,0.46585,0.91117,0.9909454584121704,0.9967713952064514,b.29.1.1,b.29.1.1,0.44532
1706,2d3pA,1fyuA,0.47006,0.92201,0.46437,0.91086,0.9912121295928956,0.9969208240509032,b.29.1.1,b.29.1.1,0.44649
1707,2d3pA,1g8wA,0.47248,0.9093,0.47248,0.9093,0.9903192520141602,0.996935486793518,b.29.1.1,b.29.1.1,0.43682
1708,2d3pA,1fatA,0.47267,0.90893,0.47267,0.90893,0.9900871515274048,0.9968113899230956,b.29.1.1,b.29.1.1,0.43626
1709,2d3pA,1fx5A,0.47343,0.89846,0.46583,0.88408,0.9927067756652832,0.996157169342041,b.29.1.1,b.29.1.1,0.4182499999999999
1710,2d3pA,1hqlA,0.46523,0.89531,0.46523,0.89531,0.9926265478134156,0.9967315793037416,b.29.1.1,b.29.1.1,0.4300800000000001
1711,2d3pA,1f9kA,0.4638,0.88946,0.4638,0.88946,0.9918479919433594,0.9943232536315918,b.29.1.1,b.29.1.1,0.42566
1712,2d3pA,1gnzA,0.46201,0.89272,0.46201,0.89272,0.9930492639541626,0.9965851902961732,b.29.1.1,b.29.1.1,0.43071
1713,2d3pA,1avbA,0.43647,0.86675,0.43647,0.86675,0.9903519153594972,0.9935547709465028,b.29.1.1,b.29.1.1,0.43028
1715,2d3pA,1ioaA,0.43961,0.87372,0.43961,0.87372,0.9899425506591796,0.9940123558044434,b.29.1.1,b.29.1.1,0.43411
1743,2gdfA,2fmdA,0.49369,0.95397,0.48132,0.93007,0.9696340560913086,0.9941939115524292,b.29.1.1,b.29.1.0,0.4487499999999999
1744,2gdfA,1ciwA,0.48116,0.91696,0.46937,0.89458,0.9658048152923584,0.9953472018241882,b.29.1.1,b.29.1.1,0.42521
1745,2gdfA,1q8oA,0.48724,0.93254,0.4619,0.88378,0.9716176390647888,0.992380678653717,b.29.1.1,b.29.1.1,0.42188
1746,2gdfA,1n3oA,0.48802,0.93492,0.45906,0.87899,0.9714442491531372,0.9901878833770752,b.29.1.1,b.29.1.1,0.41993
1747,2gdfA,1dzqA,0.47918,0.93089,0.46346,0.90047,0.9655121564865112,0.9960585832595824,b.29.1.1,b.29.1.1,0.43701
1748,2gdfA,1dbnA,0.48166,0.93844,0.45642,0.88929,0.9667410850524902,0.9957454204559326,b.29.1.1,b.29.1.1,0.43287
1749,2gdfA,1bjqA,0.51334,0.92075,0.46477,0.83229,0.959524631500244,0.9916569590568542,b.29.1.1,b.29.1.1,0.3675199999999999
1750,2gdfA,1fx5A,0.4842,0.92428,0.4573,0.87278,0.9671257138252258,0.9951308369636536,b.29.1.1,b.29.1.1,0.41548
1751,2gdfA,1f9kA,0.47711,0.90831,0.46141,0.8787,0.9664467573165894,0.9950847625732422,b.29.1.1,b.29.1.1,0.41729
1752,2gdfA,1avbA,0.45069,0.88675,0.45069,0.88675,0.9656907916069032,0.9919355511665344,b.29.1.1,b.29.1.1,0.43606
1760,2gdfA,1ioaA,0.44998,0.88733,0.44619,0.87988,0.9660789966583252,0.9920100569725036,b.29.1.1,b.29.1.1,0.43369
1769,2gdfA,1gv9A,0.39896,0.75423,0.39896,0.75423,0.9039512872695924,0.9844012260437012,b.29.1.1,b.29.1.13,0.35527
4148,1a23A,1un2A,0.45417,0.81368,0.45417,0.81368,0.9844257831573486,0.9887176156044006,c.47.1.13,c.47.1.13,0.3595099999999999
4149,1ac1A,1un2A,0.50342,0.9387,0.50342,0.9387,0.984773576259613,0.9915183782577516,c.47.1.13,c.47.1.13,0.43528
